2.8121,9.0929,2.3091,2.7962,3.866,4.5968,5.4066,4.7009,4.5628,5.1666,5.3795,6.7701,5.1818,5.3368,6.4576,4.9993,4.9474,6.4422
3.7686,3.8326,3.1038,2.9702,4.6416,4.9945,5.1014,5.2993,4.9345,5.9863,6.5149,6.6122,5.3983,5.5457,6.366,4.4154,5.3929,6.4478
2.8296,2.9469,3.6085,3.1608,4.1407,5.7028,6.9036,6.0538,5.7029,4.725,6.5973,6.5193,8.1204,5.4608,6.4556,7.7241,5.7675,5.848
3.1241,3.4543,3.7564,4.4435,4.4129,5.2974,5.3596,3.9706,5.5849,4.9888,6.2397,7.4382,5.2002,6.2505,6.9035,4.7565,6.0627,6.4193
3.4922,4.6573,3.8032,4.1528,4.4652,5.4561,4.3755,5.1416,4.9918,5.9527,6.614,6.6481,6.0562,5.4706,6.3261,4.8809,5.3419,6.0254
3.5441,11.316,2.9208,3.9554,4.5633,5.3653,6.8582,6.154,4.9546,6.1889,5.3369,8.0777,5.6394,4.9273,9.4845,6.3444,5.9592,6.7167
3.9097,NaN,2.7216,3.6639,4.7178,5.9285,7.0696,5.6071,4.6301,5.1594,5.2749,9.807,7.0318,4.8501,6.3783,6.5726,4.7224,6.2158
3.2313,NaN,2.4927,NaN,NaN,5.8049,7.3277,4.6993,NaN,NaN,7.0414,7.8377,5.8458,NaN,NaN,6.0631,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,5.4257,NaN,NaN,NaN,NaN,5.9465,NaN,NaN,NaN,NaN,NaN,NaN
